route_id,inicio_media,inicio_std_min,fin_media,fin_std_min
68,06:13:30,22.80415338846645,23:12:36,22.57342938173745
203,06:20:00,17.888543819998315,23:46:19,17.39412549833569
116,06:20:42,19.754444948874042,23:36:33,24.32873950983828
455,06:48:45,11.086778913041725,22:26:45,14.337501816332347
